CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
देबेन्द्र ठाकुर,भक्तपुर,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Daebaenadara"" OR ""देबेन्द्र ठाकुर"" OR ""Daebaenadara Thakaura"")"
दशरथ थापा,भक्तपुर,1,स्वतन्त्र,त्रिभुज,"(""दशरथ थापा"" OR ""Dasharatha Thapa"" OR ""Dasharatha"")"
पुन्य राम सुवाल,भक्तपुर,1,स्वतन्त्र,आँखीझ्याल,"(""पुन्य राम सुवाल"" OR ""Paunaya Rama Sauwala"" OR ""Paunaya"")"
बाल कृष्ण खाइतु,भक्तपुर,1,स्वतन्त्र,पन्चिङ मेसिन,"(""Bala"" OR ""Bala Karishana Khaitau"" OR ""बाल कृष्ण खाइतु"")"
राजु श्रेष्ठ,भक्तपुर,1,स्वतन्त्र,मुढा,"(""राजु श्रेष्ठ"" OR ""Rajau"" OR ""Rajau Sharaeshatha"")"
राजेश्वरी प्रजापती ,भक्तपुर,1,स्वतन्त्र,क्यामरा,"(""राजेश्वरी प्रजापती "" OR ""Rajaeshawarai Parajapatai"" OR ""Rajaeshawarai"")"
विष्‍णु राम दुमरु,भक्तपुर,1,स्वतन्त्र,आँप,"(""Waishanau Rama Daumarau"" OR ""विष्‍णु राम दुमरु"" OR ""Waishanau"")"
सुजिता बुढाथोकी,भक्तपुर,1,स्वतन्त्र,पानीको जार,"(""सुजिता बुढाथोकी"" OR ""Saujaita Baudhathaokai"" OR ""Saujaita"")"
सुदिप न्यौपाने,भक्तपुर,1,स्वतन्त्र,कैंची,"(""Saudaipa Nayaupanae"" OR ""सुदिप न्यौपाने"" OR ""Saudaipa"")"
सुरेश कोजु,भक्तपुर,1,स्वतन्त्र,व्याडमिन्टन कर्क,"(""Sauraesha Kaojau"" OR ""Sauraesha"" OR ""सुरेश कोजु"")"
महेश बस्नेत,भक्तपुर,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Mahaesha Basanaeta"" OR ""महेश बस्नेत"" OR ""Mahaesha"")"
कविर राणा,भक्तपुर,2,नेपाली काँग्रेस,रुख,"(""कविर राणा"" OR ""Kawaira Rana"" OR ""Kawaira"")"
राम प्रसाद सापकोटा,भक्तपुर,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""राम प्रसाद सापकोटा"" OR ""Rama Parasada Sapakaota"" OR ""Rama"")"
राजीव खत्री,भक्तपुर,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Rajaiwa"" OR ""Rajaiwa Khatarai"" OR ""राजीव खत्री"")"
बिक्रम थापा,भक्तपुर,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Baikarama Thapa"" OR ""बिक्रम थापा"" OR ""Baikarama"")"
नबिन श्रेष्‍ठ,भक्तपुर,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""Nabaina Sharaeshatha"" OR ""नबिन श्रेष्‍ठ"" OR ""Nabaina"")"
रमेश व‌ैद्य,भक्तपुर,2,नेपाल मजदुर किसान पार्टी,मादल,"(""Ramaesha"" OR ""रमेश व‌ैद्य"" OR ""Ramaesha Waidaya"")"
जन्मदेव जैसी,भक्तपुर,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""जन्मदेव जैसी"" OR ""Janamadaewa"" OR ""Janamadaewa Jaisai"")"
पेम्बा घले,भक्तपुर,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""पेम्बा घले"" OR ""Paemaba"" OR ""Paemaba Ghalae"")"
लोक कृष्ण दाहाल,भक्तपुर,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""लोक कृष्ण दाहाल"" OR ""Laoka"" OR ""Laoka Karishana Dahala"")"
राजेश बाडे,भक्तपुर,2,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,"(""Rajaesha"" OR ""Rajaesha Badae"" OR ""राजेश बाडे"")"
अर्जुन बासु,भक्तपुर,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Arajauna"" OR ""Arajauna Basau"" OR ""अर्जुन बासु"")"
प्रकाश राज ढुङ्गेल,भक्तपुर,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""प्रकाश राज ढुङ्गेल"" OR ""Parakasha"" OR ""Parakasha Raja Dhaungagaela"")"
जित राम लामा,भक्तपुर,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""जित राम लामा"" OR ""Jaita Rama Lama"" OR ""Jaita"")"
राकेश श्रेष्‍ठ,भक्तपुर,2,त्रिमूल नेपाल,ओदान,"(""Rakaesha"" OR ""Rakaesha Sharaeshatha"" OR ""राकेश श्रेष्‍ठ"")"
जानुका पाठक ,भक्तपुर,2,नेपाल जनसेवा पार्टी,सेतो र कालो रङगको जुत्ता,"(""जानुका पाठक "" OR ""Janauka"" OR ""Janauka Pathaka"")"
देवकुमारी साह,भक्तपुर,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Daewakaumarai Saha"" OR ""देवकुमारी साह"" OR ""Daewakaumarai"")"
अनिता भट्टराई,भक्तपुर,2,स्वतन्त्र,बाकस,"(""Anaita Bhatatarai"" OR ""अनिता भट्टराई"" OR ""Anaita"")"
अर्चना भट्टराई,भक्तपुर,2,स्वतन्त्र,त्रिभुज,"(""Arachana Bhatatarai"" OR ""Arachana"" OR ""अर्चना भट्टराई"")"
आनन्द कार्की,भक्तपुर,2,स्वतन्त्र,ट्रफी,"(""Ananada"" OR ""Ananada Karakai"" OR ""आनन्द कार्की"")"
ओम कृष्ण कुटु,भक्तपुर,2,स्वतन्त्र,झोला,"(""Oma Karishana Kautau"" OR ""ओम कृष्ण कुटु"" OR ""Oma"")"
नविन कुमार महत,भक्तपुर,2,स्वतन्त्र,क्यामरा,"(""नविन कुमार महत"" OR ""Nawaina Kaumara Mahata"" OR ""Nawaina"")"
प्रदिप कुमार रुपाखेती,भक्तपुर,2,स्वतन्त्र,चुलेसी,"(""Paradaipa"" OR ""Paradaipa Kaumara Raupakhaetai"" OR ""प्रदिप कुमार रुपाखेती"")"
मधु प्रकाश साहुखल,भक्तपुर,2,स्वतन्त्र,स्टुल,"(""मधु प्रकाश साहुखल"" OR ""Madhau Parakasha Sahaukhala"" OR ""Madhau"")"
मनोज लामा,भक्तपुर,2,स्वतन्त्र,खाम,"(""मनोज लामा"" OR ""Manaoja"" OR ""Manaoja Lama"")"
रेणु श्रेष्ठ,भक्तपुर,2,स्वतन्त्र,आँखीझ्याल,"(""Raenau"" OR ""Raenau Sharaeshatha"" OR ""रेणु श्रेष्ठ"")"
लक्ष्मी वास्तोला पौडेल,भक्तपुर,2,स्वतन्त्र,आँप,"(""Lakashamai Wasataola Paudaela"" OR ""लक्ष्मी वास्तोला पौडेल"" OR ""Lakashamai"")"
वाल कृष्ण थापा,भक्तपुर,2,स्वतन्त्र,दूरबिन,"(""वाल कृष्ण थापा"" OR ""Wala"" OR ""Wala Karishana Thapa"")"
श्याम कृष्ण धुख्वा,भक्तपुर,2,स्वतन्त्र,कैंची,"(""Shayama"" OR ""श्याम कृष्ण धुख्वा"" OR ""Shayama Karishana Dhaukhawa"")"
सविन महत,भक्तपुर,2,स्वतन्त्र,मुढा,"(""Sawaina Mahata"" OR ""Sawaina"" OR ""सविन महत"")"
साजन ढकाल,भक्तपुर,2,स्वतन्त्र,व्याडमिन्टन कर्क,"(""Sajana Dhakala"" OR ""साजन ढकाल"" OR ""Sajana"")"
सुर्वण थापा,भक्तपुर,2,स्वतन्त्र,सिरिन्ज,"(""सुर्वण थापा"" OR ""Saurawana Thapa"" OR ""Saurawana"")"
चेत नाथ संजेल,ललितपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Chaeta"" OR ""Chaeta Natha Sanjaela"" OR ""चेत नाथ संजेल"")"
